ID,Username,Password,FirstName,LastName,PhoneNumber,Email,IsReviewer,IsAdmin,BufferString
627,ASauron59,en@teR77,Alisa,Sauron,208-217-2423,ASauron95@bizmail.org,0,0,
628,JGloin028,vIsions!38,Jordan,Gloin,605-090-6046,JGloin@bizmail.co.uk,0,0,
629,NMithrandir2,a)sserT77,Natalie,Mithrandir,859-590-5786,NMithrandir84@bizmail.net,1,0,
630,AGrahame855,moNs#ter61,Angelique,Grahame,406-197-1695,AGrahame5@gmail.biz,0,0,
631,JBalin5,vis^ionS55,Jacob,Balin,225-906-3281,,1,1,
632,LErkenbrand57,librA(ry27,Linda,Erkenbrand,,LErkenbrand31@mailbox.com,1,0,
633,HEomer6,vi@sIons75,Haley,Eomer,458-291-8227,,1,0,
634,CIlluvatar114,liG%ht32,Christopher,Illuvatar,215-151-3299,,0,0,
635,QEomer85,visIo$ns55,Quinn,Eomer,,QEomer97@yahoo.org,1,0,
636,OGollum64,Ca!ptain18,Oliver,Gollum,303-837-0268,OGollum@gmail.com,0,0,
637,MNimrodel137,coMp@uter66,Magdalena,Nimrodel,231-643-5214,,0,0,
638,AElwing86,visi@oNs53,Anna,Elwing,702-673-6272,AElwing82@somemail.org,0,1,
639,ETulkas9,resCu*e53,Elizabeth,Tulkas,212-620-4983,ETulkas29@yahoo.com,0,0,
640,MLegolas0,cApt)ain82,Madison,Legolas,210-583-1329,MLegolas41@hotmail.us,0,0,
641,DMelkor59,wI(cket51,Daniel,Melkor,406-183-7162,DMelkor4@gmail.us,0,1,
642,MBalin9,sidEkic*k04,Makenzie,Balin,225-465-4010,MBalin9@bizmail.org,0,0,
643,LStormcrow988,com!putEr30,Lawrence,Stormcrow,228-167-7226,LStormcrow@hotmail.co.uk,1,0,
644,MImrahil28,caVe@s26,Megan,Imrahil,228-567-0046,MImrahil8@mail2u.com,0,1,
645,HMelkor742,c(oMputer93,Henry,Melkor,240-942-1902,HMelkor@everymail.us,1,1,
646,KElendil1,hanDled)36,Kylie,Elendil,603-333-5142,KElendil96@bizmail.net,1,0,
647,DKili680,try@iNg87,Doris,Kili,252-086-4041,,0,1,
648,SIlluvatar9,assE$rt05,Sydney,Illuvatar,,SIlluvatar@mailbox.com,1,0,
649,JDori4,thr)Ow58,Janice,Dori,215-688-5028,JDori@mailbox.com,0,0,
650,JTheoden84,l%ibRary89,Jonathan,Theoden,209-644-0557,JTheoden60@hotmail.net,0,1,
651,HGloin120,iN^terest83,Helena,Gloin,808-239-9924,HGloin@everymail.org,0,0,
652,JErkenbrand1,shoUld$21,Jordan,Erkenbrand,218-347-8707,Jordan.Erkenbrand55@hotmail.us,0,0,
653,CFelagund8,co%mpuTer34,Chloe,Felagund,,,1,1,
654,SNesa1,secretL(y07,Stephanie,Nesa,803-714-4918,SNesa1@gmail.com,0,1,
655,MGaladriel41,lIbra)ry51,Miranda,Galadriel,,MGaladriel34@everymail.us,1,0,
656,SHurin684,visi*Ons62,Samantha,Hurin,208-658-0450,SHurin67@everymail.biz,0,0,
657,WIngwe840,bUil$d01,Wayne,Ingwe,215-500-5819,WIngwe@everymail.co.uk,1,1,
658,KHalbarad791,ca@pTain68,Katherine,Halbarad,,KHalbarad51@gmail.net,0,1,
659,JGothmog368,Mag!netic51,Jackson,Gothmog,219-899-8079,,1,0,
660,KUngoliant6,c^omputEr53,Katherine,Ungoliant,319-280-5078,KUngoliant@mailbox.org,0,0,
661,LMithrandir91,sh)oUld85,Leo,Mithrandir,231-924-9874,LMithrandir@hotmail.net,1,0,
662,JTurin1,sec(rEtly19,Jason,Turin,423-657-8844,,1,0,
663,LPharazon081,r@escuE66,Lawrence,Pharazon,252-376-8566,,1,0,
664,BGorbag5,co%mPuter10,Betty,Gorbag,406-203-6211,,1,0,
665,KGorbag697,vi*Sions93,Keith,Gorbag,319-685-9649,KGorbag73@everymail.co.uk,0,0,
666,AAnarion555,i*Sland25,Amanda,Anarion,480-962-6976,,0,0,
667,LBombadil498,cOm#puter33,Liam,Bombadil,,LBombadil9@mail2u.co.uk,0,1,
668,DNazgul80,i^nteresT82,Daniella,Nazgul,,Daniella.Nazgul66@yahoo.org,0,0,
669,ABarahir5,liBrar%y75,Ana,Barahir,218-610-4810,ABarahir87@somemail.org,1,0,
670,AOakenshield947,thr@oW07,Austin,Oakenshield,,AOakenshield36@hotmail.co.uk,0,1,
671,EElrond3,p*iqUe01,Edward,Elrond,808-159-7726,Edward.Elrond68@mailbox.com,1,1,
672,DGlorfindel8,wInd$ow30,Delilah,Glorfindel,206-608-0651,DGlorfindel86@everymail.us,1,1,
673,WMorgoth7,assErt@32,Willie,Morgoth,210-702-8143,WMorgoth34@bizmail.org,0,0,
674,LThranduil8,c$omputEr54,Leah,Thranduil,401-765-8497,LThranduil83@everymail.co.uk,0,1,
675,LNimloth5,cA$ptain63,Lori,Nimloth,423-059-6883,,0,0,
676,BAlatar02,a)sserT44,Benjamin,Alatar,406-318-8366,,0,1,
677,GTreebeard86,tryIng!88,Grace,Treebeard,219-140-1884,,0,1,
678,LOakenshield6,monsteR$97,Logan,Oakenshield,201-521-6853,LOakenshield45@hotmail.co.uk,1,1,
679,SVarda1,wo*rLd10,Sasha,Varda,406-409-7437,SVarda18@mailbox.us,0,0,
680,AThe White427,lighT)90,Ariel,The White,701-052-6666,ATheWhite74@hotmail.net,0,0,
681,DThingol74,resc!Ue96,Denise,Thingol,208-039-8305,DThingol93@gmail.com,1,1,
682,CCeleborn5,visIo)ns24,Christina,Celeborn,480-969-7719,CCeleborn32@hotmail.net,1,1,
683,JKili2,endin^G47,Judy,Kili,802-846-5247,,0,0,
684,VYavanna8,m%onstEr87,Vivianna,Yavanna,808-380-6524,VYavanna11@everymail.org,0,1,
685,ACurufin55,m%oveD60,Alexander,Curufin,239-790-5064,ACurufin10@mailbox.co.uk,1,0,
686,SRadagast877,e$nteR48,Susan,Radagast,210-152-3735,Susan.Radagast@bizmail.biz,1,0,
687,GNazgul499,magnetIc(37,Gerald,Nazgul,802-878-4936,GNazgul98@yahoo.us,0,1,
688,AOrodreth512,lig!Ht13,Andrew,Orodreth,605-762-0168,AOrodreth21@gmail.co.uk,0,1,
689,KBracegirdle79,Bang^ing23,Kelly,Bracegirdle,239-379-8090,KBracegirdle57@somemail.org,0,0,
690,AOakenshield7,enTer(52,April,Oakenshield,513-873-4152,AOakenshield23@mailbox.com,1,1,
691,GMaedhros30,asSer*t02,Gary,Maedhros,423-303-3448,GMaedhros99@yahoo.net,0,0,
692,AGrahame45,inteRes^t82,Angelique,Grahame,423-201-7963,AGrahame78@somemail.org,1,1,
693,MFaramir3,libr@aRy05,Mary,Faramir,802-702-6902,MFaramir@gmail.us,0,0,
694,PIlluvatar785,pI*que76,Philip,Illuvatar,240-472-9813,PIlluvatar61@hotmail.us,0,1,
695,JSauruman51,Rabb#it96,Jaime,Sauruman,,JSauruman@mailbox.biz,0,0,
696,LTuor224,Buil%d02,Levi,Tuor,203-915-4845,,0,0,
697,JOakenshield524,w!Rong80,Joseph,Oakenshield,217-179-6583,,0,0,
698,DIngwe371,intEr$est52,Daniel,Ingwe,,,1,1,
699,MPollando08,mAgn(etic54,Maggie,Pollando,480-109-0284,Maggie.Pollando@everymail.org,0,0,
700,GMablung27,aboU#t62,Gerald,Mablung,229-732-8120,GMablung68@gmail.com,1,0,
701,BButterbur9,whilE@68,Brooke,Butterbur,319-934-6179,BButterbur50@mailbox.biz,0,0,
702,NNesa6,c*omPuter70,Niki,Nesa,201-393-7804,NNesa35@yahoo.us,0,1,
703,ARadagast841,wri$Te89,Adrianna,Radagast,401-929-8606,ARadagast37@mail2u.co.uk,0,0,
704,HGloin515,l!iGht84,Haley,Gloin,276-816-7967,HGloin91@everymail.org,0,0,
705,NGaladriel3,Piqu*e45,Noah,Galadriel,339-603-1564,NGaladriel@somemail.com,1,1,
706,SOrome131,capT%ain38,Sydney,Orome,907-299-6773,,0,1,
707,AEcthelion542,bAdly)53,Abby,Ecthelion,252-613-1224,AEcthelion@gmail.net,0,1,
708,KDori826,co(mpuTer93,Kelly,Dori,423-589-8602,KDori37@bizmail.biz,1,1,
709,EUngoliant2,dR@eams44,Erik,Ungoliant,,EUngoliant52@somemail.net,0,1,
710,KFinrod67,l@ibrarY71,Kate,Finrod,808-373-1210,KFinrod@somemail.org,1,1,
711,JBeregond160,cO^mputer30,Justin,Beregond,,JBeregond32@everymail.us,1,0,
712,JAnarion3,Spee@d20,Jason,Anarion,207-471-1851,Jason.Anarion22@gmail.net,0,1,
713,BFili44,cOmp(uter04,Benjamin,Fili,907-997-7173,Benjamin.Fili87@yahoo.biz,1,0,
714,JMelkor92,asserT!28,Jose,Melkor,423-415-2809,JMelkor13@gmail.com,1,1,
715,INori265,aSsert(73,Isaiah,Nori,208-461-9110,INori47@everymail.net,0,0,
716,EBeregond56,shOul#d74,Elijah,Beregond,219-888-9448,EBeregond@hotmail.org,0,0,
717,RFelagund88,Visi*ons43,Rebecca,Felagund,218-931-1656,RFelagund30@bizmail.us,1,0,
718,JFili097,shoUld%96,John,Fili,209-637-6676,JFili27@yahoo.biz,1,0,
719,AFinwe077,tHroug(h26,Anthony,Finwe,385-380-1664,,0,1,
720,VProudfoot83,wI)cket62,Virginia,Proudfoot,505-415-5418,VProudfoot@gmail.org,1,1,
721,VIlluvatar4,A!ssert29,Victoria,Illuvatar,262-545-1933,,0,1,
722,DSauruman25,secreTly!44,Dennis,Sauruman,513-490-1665,,1,0,
723,VPharazon000,isl)aNd19,Vivianna,Pharazon,,,1,0,
724,LFaramir2,c!Omputer52,Larissa,Faramir,513-944-7758,LFaramir24@mail2u.org,0,0,
725,LOakenshield56,C@omputer80,Larissa,Oakenshield,603-119-1192,LOakenshield3@somemail.com,0,0,
726,CDori980,wiC(ket97,Christian,Dori,859-867-9373,,0,1,
727,EEarendil4,v*isiOns14,Elijah,Earendil,,EEarendil45@mailbox.co.uk,0,1,
728,DPharazon592,co$mpUter98,Dennis,Pharazon,228-361-6149,DPharazon4@bizmail.biz,0,0,
729,KElrond071,rabb%It41,Karen,Elrond,231-884-9970,KElrond76@bizmail.org,0,0,
730,EBaggins82,monsT)er60,Erin,Baggins,203-423-3353,EBaggins73@yahoo.us,0,1,
731,VFelagund80,e(ndiNg84,Vincent,Felagund,231-910-8699,,0,0,
732,SHalbarad607,c@apTain50,Scarlet,Halbarad,308-797-7328,,1,1,
733,MOakenshield230,endiNg#96,Mina,Oakenshield,,,1,0,
734,SRadagast5,co!mpuTer25,Scott,Radagast,603-587-7180,SRadagast29@mailbox.us,0,1,
735,DNazgul932,a)Ssert60,Dana,Nazgul,240-753-7999,,1,0,
736,EGimli45,Rescu@e89,Emily,Gimli,231-385-3124,EGimli3@mailbox.org,1,1,
737,OBolger396,captai!N05,Ophelia,Bolger,405-537-2456,OBolger62@bizmail.net,0,0,
738,EErkenbrand80,se)Cretly50,Eva,Erkenbrand,480-662-0974,,0,0,
739,KThe Brown1,Wi%ndow41,Kayla,The Brown,,KTheBrown56@mailbox.biz,0,0,
740,TIngwe57,secretLy!43,Theresa,Ingwe,262-402-4912,TIngwe76@somemail.co.uk,1,1,
741,JMelian10,wH#ile66,Juliet,Melian,513-864-8667,JMelian78@somemail.org,1,0,
742,SBeregond008,lIbrary@90,Sasha,Beregond,,SBeregond8@gmail.biz,0,0,
743,DGamgee523,liBra)ry50,Donna,Gamgee,319-046-0265,DGamgee50@mailbox.co.uk,1,0,
744,JSauruman63,entE#r08,Jamie,Sauruman,702-613-2407,,1,0,
745,JBifur798,shOuld(11,Joe,Bifur,215-812-3302,,0,0,
746,KTuor13,thr!oUgh25,Katherine,Tuor,302-732-7960,KTuor78@somemail.co.uk,0,0,
747,GDori5,c#aptaiN57,Gerald,Dori,405-687-3751,GDori23@bizmail.us,0,0,
748,AWormtongue87,tHr(ow08,Alan,Wormtongue,212-494-7307,,0,0,
749,APalantir902,En(ter62,Alan,Palantir,229-891-9073,APalantir95@mailbox.biz,1,1,
750,CNimrodel8,li^brarY65,Charles,Nimrodel,219-577-1804,Charles.Nimrodel@bizmail.biz,1,1,
751,CProudfoot937,spEed)51,Chelsea,Proudfoot,339-210-1183,CProudfoot@hotmail.biz,1,1,
752,DShadowfax9,magnet!iC68,Douglas,Shadowfax,701-652-3012,DShadowfax49@everymail.com,1,1,
753,TIlluvatar185,sHou(ld60,Theodore,Illuvatar,,TIlluvatar@gmail.biz,1,0,
754,GBaggins756,tHro!ugh52,George,Baggins,480-409-2706,,1,0,
755,MIngwe460,l^ibRary58,Melinda,Ingwe,206-367-0469,MIngwe89@somemail.us,0,0,
756,LFeanor525,s@ideKick24,Lydia,Feanor,,LFeanor65@everymail.co.uk,1,1,
757,JTuor61,thR!ow96,Jose,Tuor,304-464-3700,,1,0,
758,LAngrod12,tHrow$19,Leah,Angrod,479-796-5913,LAngrod11@gmail.net,0,0,
759,MKili35,mag!neTic68,Megan,Kili,406-906-8231,MKili82@everymail.co.uk,0,0,
760,AMelkor229,comP%uter49,Amber,Melkor,231-358-7969,AMelkor97@hotmail.us,0,0,
761,LAragorn967,V!isions45,Linda,Aragorn,308-424-8132,Linda.Aragorn82@everymail.org,0,0,
762,AMaggot1,l^ibRary00,Alice,Maggot,401-723-2730,AMaggot77@yahoo.us,0,1,
763,TDamrod07,L%ibrary24,Terry,Damrod,307-824-1428,,0,0,
764,LDenethor31,wo)rLd50,Lawrence,Denethor,480-928-4745,,0,0,
765,CAnnatar41,inter!Est57,Carolina,Annatar,802-109-2048,CAnnatar57@mailbox.com,1,0,
766,KNienna26,lib*rAry66,Kenneth,Nienna,458-170-4392,KNienna@bizmail.net,0,1,
767,AElros075,suSpense@10,Alexander,Elros,401-747-0816,AElros83@yahoo.us,0,0,
768,KBeren82,Ligh^t74,Kevin,Beren,215-004-5236,KBeren@everymail.net,0,1,
769,EWormtongue1,b^uIld99,Ethan,Wormtongue,803-867-0411,EWormtongue@mail2u.biz,1,0,
770,ATulkas394,pIqu!e53,Autumn,Tulkas,423-048-7744,ATulkas82@mailbox.biz,0,1,
771,IThorondor940,lig!hT89,Isaiah,Thorondor,505-445-3136,IThorondor@mailbox.us,1,0,
772,HElros04,cap@Tain31,Harold,Elros,907-565-9371,HElros66@mail2u.net,1,1,
773,LGoldberry057,Sec^retly31,Liv,Goldberry,802-924-8356,LGoldberry39@hotmail.co.uk,1,1,
774,TAlcarin27,v%isioNs99,Teresa,Alcarin,229-638-7781,TAlcarin50@somemail.us,1,1,
775,JMaedhros098,s^idEkick12,Jessica,Maedhros,,,0,0,
776,CDori726,compUter^72,Chloe,Dori,702-484-8743,CDori68@hotmail.com,1,1,
777,JTuor2,shouL$d10,Jewel,Tuor,304-118-7566,,0,1,
778,PImrahil549,libr@aRy93,Patricia,Imrahil,,,0,1,
779,MErkenbrand79,comput$eR84,Marie,Erkenbrand,,MErkenbrand77@somemail.biz,1,0,
780,NNesa60,re$sCue90,Nathan,Nesa,229-360-6730,,0,1,
781,LFinrod9,u@ntIl31,Liam,Finrod,201-261-3052,LFinrod54@mail2u.com,0,1,
782,LKementari356,li^braRy35,Lilly,Kementari,,,0,0,
783,BGothmog1,enDi$ng26,Bryant,Gothmog,385-621-2624,,0,1,
784,HCeleborn57,lI%brary79,Helena,Celeborn,,HCeleborn76@yahoo.net,1,0,
785,EAmrod91,vi!Sions61,Ellen,Amrod,314-408-6698,EAmrod@mail2u.org,1,0,
786,AAldarion4,hanDle#d80,Anna,Aldarion,308-118-1178,Anna.Aldarion@yahoo.net,1,1,
787,JBracegirdle887,sec*retLy07,Jordan,Bracegirdle,,,1,1,
788,MThorondor49,b#oOks44,Mitch,Thorondor,212-675-8013,,1,1,
789,NPalantir3,Mons(ter68,Nadine,Palantir,,Nadine.Palantir16@somemail.org,0,0,
790,SGloin81,sHou!ld26,Sierra,Gloin,210-173-1468,SGloin19@hotmail.net,0,0,
791,JAlatar45,vi#sIons50,Jennifer,Alatar,423-230-9553,JAlatar81@bizmail.com,0,1,
792,DValaquenta332,Thro(w92,Donna,Valaquenta,307-504-1302,DValaquenta89@yahoo.biz,1,1,
793,LMithrandir82,compuT@er77,Louis,Mithrandir,,Louis.Mithrandir91@everymail.co.uk,1,0,
794,KHalbarad0,secretl^Y14,Kelly,Halbarad,302-183-2429,KHalbarad@mailbox.biz,1,1,
795,JWormtongue39,compuT$er23,Jose,Wormtongue,219-466-6342,,0,1,
796,HTook8,ligh!T12,Helen,Took,,HTook44@bizmail.org,1,0,
797,SThe White2,a#skEd59,Sage,The White,217-555-6321,STheWhite36@somemail.net,1,1,
798,AThe Brown77,wa#iteD06,Albert,The Brown,215-355-0080,,0,1,
799,JDurin960,Demande%d35,John,Durin,,JDurin@everymail.com,0,1,
800,CThranduil9,compu(teR69,Christina,Thranduil,252-840-9669,CThranduil2@mailbox.co.uk,0,0,
801,MAragorn0,Library*86,Maria,Aragorn,,MAragorn@mailbox.biz,0,0,
802,BTook7,wrO!ng05,Benjamin,Took,,BTook@everymail.net,0,0,
803,DBarahir65,cOm(puter43,Dylan,Barahir,603-825-2564,,0,1,
804,JFinwe25,aBout^37,Jewel,Finwe,,JFinwe31@mail2u.biz,1,1,
805,LMiriel98,Visio)ns20,Larry,Miriel,702-860-5751,LMiriel72@gmail.net,1,0,
806,SFeanor608,Window)43,Sage,Feanor,231-573-8439,SFeanor81@bizmail.biz,1,1,
807,DSauruman07,c$omputEr96,Dennis,Sauruman,859-777-4716,DSauruman71@gmail.net,1,0,
808,MMelkor93,captAi%n54,Marilyn,Melkor,316-782-5537,MMelkor4@gmail.com,1,1,
809,POakenshield40,en*tEr25,Philip,Oakenshield,219-466-1256,,0,1,
810,MKili6,piq%uE29,Mason,Kili,206-267-0532,MKili26@mail2u.org,0,0,
811,ABrandybuck499,is#laNd62,Adam,Brandybuck,228-089-9786,Adam.Brandybuck24@somemail.co.uk,1,0,
812,JSulimo082,trYing^02,Joseph,Sulimo,605-368-3785,JSulimo@gmail.com,0,0,
813,NBregolas683,abOu@t29,Natalie,Bregolas,304-998-9471,NBregolas93@hotmail.org,0,1,
814,AElrohir156,c#omputeR76,Amber,Elrohir,,Amber.Elrohir@yahoo.co.uk,1,0,
815,CRadagast4,i#nteresT60,Cynthia,Radagast,303-549-3421,,1,0,
816,MValaquenta0,m)Onster12,Marilyn,Valaquenta,218-185-6211,Marilyn.Valaquenta@yahoo.co.uk,0,0,
817,BUlmo7,s$hOuld77,Benjamin,Ulmo,480-635-5095,,1,1,
818,ESackville5,Lig%ht83,Ellen,Sackville,303-899-4389,ESackville54@mail2u.co.uk,1,1,
819,CYavanna51,treeS$23,Chelsea,Yavanna,605-839-8393,CYavanna@hotmail.co.uk,1,0,
820,ABombur52,mOnst^er19,Alyssa,Bombur,,ABombur@somemail.co.uk,0,1,
821,MBombadil010,t#hrOugh10,Mark,Bombadil,215-234-0673,MBombadil@somemail.org,1,1,
822,MShelob28,bUild(43,Marie,Shelob,239-302-9070,MShelob@somemail.net,0,1,
823,JBarahir45,l#igHt33,Juliet,Barahir,229-767-0169,JBarahir68@somemail.org,0,1,
824,GGil-Galad13,interEs)t51,George,Gil-Galad,,,0,1,
825,ABracegirdle201,Wicke@t27,Anna,Bracegirdle,,,0,1,
826,JErestor74,th%rOw10,Justin,Erestor,,Justin.Erestor@everymail.biz,1,0,
827,AFelagund9,piQu#e56,Alexander,Felagund,225-459-6718,AFelagund39@bizmail.net,0,0,
828,JPharazon367,Librar$y20,Josie,Pharazon,339-953-1084,,0,1,
829,NKili3,p!eopLe34,Nadine,Kili,,NKili66@hotmail.biz,0,0,
830,LFingolfin7,nUmbe%rs71,Leo,Fingolfin,303-162-6745,LFingolfin95@yahoo.co.uk,1,1,
831,KIngwe823,aboU*t84,Kevin,Ingwe,505-041-9066,Kevin.Ingwe50@mailbox.co.uk,1,0,
832,GBombur06,sec*Retly26,George,Bombur,209-945-8432,GBombur28@everymail.biz,1,1,
833,GOakenshield33,Ba#dly12,Gabriella,Oakenshield,225-583-6383,GOakenshield83@mailbox.org,0,0,
834,LFinrod84,bAdl#y45,Liv,Finrod,207-096-8361,LFinrod68@bizmail.biz,0,1,
835,TGoldberry7,Wrong#88,Timothy,Goldberry,219-654-9493,TGoldberry61@bizmail.net,1,0,
836,BFeanor81,liG)ht51,Brianna,Feanor,,BFeanor45@gmail.co.uk,0,0,
837,MAlatar015,Vi(sions32,Matthew,Alatar,304-444-7376,MAlatar79@hotmail.net,1,1,
838,TAlcarin760,numbe$rS71,Tara,Alcarin,480-553-8241,TAlcarin@mail2u.net,0,0,
839,FMandos683,sHou%ld78,Felicity,Mandos,217-809-4946,FMandos79@bizmail.co.uk,1,0,
840,CHalbarad674,th%rouGh58,Christina,Halbarad,480-898-2117,,0,0,
841,BSharku298,wi^ckeT21,Billy,Sharku,405-029-0526,,1,0,
842,VImrahil720,secretlY(66,Vincent,Imrahil,,VImrahil74@everymail.org,1,1,
843,ESharku246,ass%eRt04,Eve,Sharku,,ESharku19@mail2u.org,1,1,
844,SAlcarin913,comp@utEr24,Stephanie,Alcarin,208-715-7751,SAlcarin60@bizmail.com,0,0,
845,DEru706,Sh(ould04,Dennis,Eru,907-153-5110,DEru49@somemail.com,0,0,
846,AGimli5,Secret#ly84,Ariel,Gimli,907-302-1905,AGimli35@yahoo.com,1,1,
847,AProudfoot099,in(teRest76,Ann,Proudfoot,,AProudfoot62@bizmail.us,1,0,
848,BIdril688,secRetly!80,Beverly,Idril,206-801-7994,BIdril@yahoo.org,0,1,
849,MGloin1,Secr!etly75,Marilyn,Gloin,,MGloin@everymail.biz,1,0,
850,LBregolas91,secrEtl%y48,Louis,Bregolas,208-167-5871,Louis.Bregolas48@bizmail.org,1,0,
851,SShelob0,secreT)ly50,Savannah,Shelob,,SShelob19@mail2u.com,0,0,
852,NGandalf79,thro@W12,Norah,Gandalf,,,0,1,
853,ERadagast32,cA@ptain67,Eva,Radagast,401-647-4032,ERadagast39@mailbox.biz,1,0,
854,JNimloth477,lib^rarY89,Jacob,Nimloth,212-556-9200,JNimloth55@mail2u.org,1,0,
855,BLurtz362,viSions!76,Beverly,Lurtz,239-068-8500,BLurtz@hotmail.biz,1,0,
856,WGildor299,i#slaNd71,Willie,Gildor,252-155-8342,Willie.Gildor87@yahoo.org,1,0,
857,SElentari121,shO^uld52,Sage,Elentari,276-781-0886,SElentari@everymail.biz,0,1,
858,MCurufin993,hAnd@led72,Mackenzie,Curufin,423-444-3434,MCurufin@bizmail.us,1,0,
859,EBalin2,sE*cretly33,Evie,Balin,302-902-4988,EBalin58@gmail.net,0,1,
860,DGrahame711,shoulD$40,Denise,Grahame,308-253-3287,,0,1,
861,RUngoliant83,rabB#it71,Ronald,Ungoliant,,RUngoliant@yahoo.us,1,1,
862,FEomer7,Thro#w29,Frank,Eomer,228-998-0068,,0,1,
863,AIdril6,comput$Er57,Angelica,Idril,206-076-3252,Angelica.Idril@yahoo.co.uk,1,1,
864,KTuor2,cOmpu*ter95,Kylie,Tuor,401-376-9991,,0,0,
865,LThranduil0,dr$Eams20,Lilly,Thranduil,307-053-8143,LThranduil@yahoo.us,1,0,
866,LKementari2,whi(tE19,Larissa,Kementari,303-796-6538,LKementari@somemail.org,1,0,
867,DBalin41,aSse@rt03,Dale,Balin,231-786-4813,DBalin74@somemail.org,0,0,
868,BOri42,Comput#er25,Benjamin,Ori,,BOri12@somemail.org,0,0,
869,TGamgee6,li)braRy73,Teresa,Gamgee,605-474-9158,TGamgee@hotmail.us,0,1,
870,RTurambar98,visio*nS62,Randy,Turambar,480-179-2727,RTurambar93@mailbox.co.uk,1,1,
871,IGandalf069,li@brAry04,Iris,Gandalf,802-124-2739,IGandalf38@hotmail.org,0,1,
872,GTelchar941,sec@Retly00,Gabriel,Telchar,212-160-8275,,1,1,
873,CBombadil5,li!bRary47,Cynthia,Bombadil,907-410-2780,CBombadil42@gmail.us,1,0,
874,HNesa23,libRa)ry60,Henry,Nesa,479-071-8681,HNesa@bizmail.co.uk,1,1,
875,FValaquenta846,handL%ed60,Frank,Valaquenta,316-477-6767,FValaquenta64@everymail.co.uk,1,0,
876,OTurambar68,ent#eR72,Ophelia,Turambar,229-721-5187,OTurambar11@mail2u.com,0,1,
877,RImrahil432,Asser*t45,Roger,Imrahil,605-513-7056,RImrahil20@gmail.net,0,1,
878,MGandalf761,sm*okE40,Makenzie,Gandalf,314-794-1094,MGandalf78@hotmail.net,0,1,
879,MBofur619,Writ$e07,Mark,Bofur,,MBofur@hotmail.org,1,1,
880,AFerny467,secrEt@ly90,Albert,Ferny,252-585-7566,AFerny@yahoo.biz,0,0,
881,PCirdan27,wHite*11,Paul,Cirdan,423-422-1055,,0,1,
882,EShadowfax96,thr#oW40,Eileen,Shadowfax,304-353-4666,EShadowfax@mailbox.org,1,0,
883,GTelchar51,i(Sland92,Grace,Telchar,206-196-3839,,1,1,
884,JTook39,h@atcH85,Jasmine,Took,203-042-0612,Jasmine.Took@hotmail.co.uk,1,0,
885,TGloin164,r^Abbit98,Thomas,Gloin,210-076-2477,,1,1,
886,ANimrodel266,se(crEtly36,Alan,Nimrodel,239-662-8262,ANimrodel21@gmail.net,1,1,
887,BGaladriel1,secre!Tly95,Bruce,Galadriel,907-704-0427,BGaladriel71@yahoo.us,1,0,
888,JTuor032,Comp$uter84,Jacob,Tuor,,JTuor33@somemail.us,1,1,
889,SNienna83,visi#Ons45,Savannah,Nienna,308-026-9172,SNienna@somemail.biz,1,1,
890,AArwen408,compUt%er79,Alan,Arwen,316-925-0064,Alan.Arwen73@bizmail.biz,0,0,
891,EElwing7,secreTly$71,Eileen,Elwing,203-372-1200,,0,0,
892,JHuan36,Rab(bit74,Julia,Huan,239-505-5990,JHuan57@somemail.co.uk,0,1,
893,VNienna596,enT^er53,Vanessa,Nienna,203-428-0494,VNienna@somemail.biz,1,1,
894,NFinarfin294,ot!herS24,Nadine,Finarfin,201-959-9075,NFinarfin16@somemail.org,0,1,
895,AAncalagon08,v@isionS96,Alexa,Ancalagon,303-675-8811,,1,0,
896,EKementari36,coMpute$r63,Elijah,Kementari,907-991-9062,,0,0,
897,BCurufin6,othe$rS99,Billy,Curufin,907-310-7144,,1,0,
898,SKementari0,S%ecretly69,Steven,Kementari,239-604-2396,SKementari13@yahoo.biz,1,1,
899,JHamfast5,compute%R71,Janet,Hamfast,303-787-5664,JHamfast49@gmail.co.uk,0,1,
900,LKhamul1,b)Adly77,Lida,Khamul,,Lida.Khamul@mailbox.us,1,0,
901,LMorgoth04,Com^puter15,Lexie,Morgoth,276-739-1328,Lexie.Morgoth21@gmail.net,1,0,
902,MFinarfin133,islanD)73,Matthew,Finarfin,217-216-2265,MFinarfin35@mailbox.biz,1,1,
903,JPharazon2,resC*ue04,Joan,Pharazon,603-048-4622,Joan.Pharazon94@yahoo.biz,0,0,
904,CAlcarin170,w^Hile38,Charles,Alcarin,603-541-0811,CAlcarin56@gmail.org,0,1,
905,ASulimo3,compu*tEr01,Averie,Sulimo,304-134-8844,ASulimo@bizmail.us,0,1,
906,BAnnatar336,thro$W27,Beverly,Annatar,480-264-1435,BAnnatar51@mailbox.org,1,1,
907,AFinarfin230,a%sseRt56,Aileen,Finarfin,225-732-6020,AFinarfin22@bizmail.net,0,0,
908,EMorgoth61,c@oMputer17,Eileen,Morgoth,385-317-1694,EMorgoth61@bizmail.com,1,0,
909,KKhamul696,com#pUter62,Katie,Khamul,276-980-2874,Katie.Khamul97@somemail.us,0,0,
910,KIlluvatar115,libraR)y28,Karen,Illuvatar,603-431-4790,KIlluvatar71@gmail.com,0,1,
911,SHalbarad88,try*inG53,Samantha,Halbarad,228-101-9574,Samantha.Halbarad67@mail2u.biz,0,0,
