ID,Username,Password,FirstName,LastName,PhoneNumber,Email,IsReviewer,IsAdmin,BufferString
627,LTreebeard74,l)ibraRy71,Levi,Treebeard,218-214-7708,LTreebeard@everymail.org,1,0,
628,QUlmo2,shOul^d90,Quinn,Ulmo,,Quinn.Ulmo62@somemail.us,1,0,
629,AGaladriel907,hat%cH86,Amanda,Galadriel,,AGaladriel23@yahoo.co.uk,0,0,
630,STuor86,throuGh*18,Scarlet,Tuor,276-753-2757,STuor14@hotmail.us,0,1,
631,DCirdan81,Th#rough32,Donald,Cirdan,231-167-5214,DCirdan@gmail.us,0,0,
632,BIsildur1,vi$sionS65,Brenda,Isildur,,,1,1,
633,VFeanor35,capt!aIn37,Vanessa,Feanor,702-853-9552,VFeanor@mailbox.net,1,0,
634,AAmrod7,Wic$ket64,Austin,Amrod,228-649-6184,,0,1,
635,JAlatar6,spee$D55,Jacqueline,Alatar,206-413-7336,,1,1,
636,ABeren532,eN(ter86,Amber,Beren,,,0,0,
637,LYavanna6,secr^eTly15,Lauren,Yavanna,802-839-3953,Lauren.Yavanna@everymail.org,0,0,
638,TBarahir67,hAtc!h18,Trinity,Barahir,208-290-6682,TBarahir60@bizmail.biz,1,0,
639,MTelchar43,Wh^ite46,Michaela,Telchar,802-259-9751,MTelchar@bizmail.biz,0,0,
640,JEru0,Thr^ow16,Juan,Eru,,JEru@gmail.biz,1,0,
641,AGaladriel084,wiNd^ow56,Annabelle,Galadriel,225-698-8703,Annabelle.Galadriel@everymail.net,0,0,
642,EDori27,comPut*er94,Emma,Dori,215-628-1626,EDori49@mailbox.us,0,0,
643,WCotton37,whIl$e83,William,Cotton,,WCotton71@gmail.us,0,1,
644,BKili701,A!sked86,Beverly,Kili,210-421-5736,BKili52@gmail.us,1,1,
645,HElrohir549,Secr$etly85,Helen,Elrohir,208-680-3487,,0,0,
646,JYavanna40,Abo^ut85,Jesse,Yavanna,701-987-0573,JYavanna51@somemail.net,0,1,
647,MIdril16,hAtc@h05,Magdalena,Idril,480-115-8660,MIdril@hotmail.org,1,1,
648,MNimrodel723,en#diNg92,Melody,Nimrodel,603-248-9568,MNimrodel70@gmail.us,0,0,
649,AWormtongue334,rabb$It70,Ariel,Wormtongue,303-268-3783,,1,1,
650,KBolger9,lIght*58,Kathryn,Bolger,405-214-8614,,1,1,
651,SGorbag14,com$puTer18,Stephanie,Gorbag,859-341-3927,SGorbag73@everymail.com,0,1,
652,GAmrod021,wAit@ed41,George,Amrod,228-738-4646,GAmrod10@bizmail.com,1,1,
653,AThorondor04,c$aptaiN68,Autumn,Thorondor,,Autumn.Thorondor91@gmail.biz,1,1,
654,VBrandybuck0,s#idekIck19,Victoria,Brandybuck,,VBrandybuck42@somemail.us,1,1,
655,MFinwe885,se)crEtly90,Megan,Finwe,401-701-2187,,0,0,
656,TGandalf8,res!cUe80,Thomas,Gandalf,802-668-6921,TGandalf57@yahoo.org,1,1,
657,BFerny122,Sho$uld50,Bryant,Ferny,252-815-5181,BFerny30@somemail.com,0,1,
658,DBofur924,wh^ilE74,Daniel,Bofur,405-253-5857,Daniel.Bofur14@mailbox.biz,0,1,
659,JErestor57,Wait@ed44,Jane,Erestor,505-855-4276,,1,0,
660,JMorgoth685,oth*Ers08,John,Morgoth,808-945-2037,JMorgoth86@mail2u.com,0,1,
661,IKhamul36,sHould!15,Isaiah,Khamul,907-657-0820,Isaiah.Khamul75@gmail.com,1,1,
662,RPollando9,com#putEr96,Roger,Pollando,,,1,1,
663,IFinarfin62,com!putEr76,Isabell,Finarfin,,IFinarfin99@mailbox.net,1,1,
664,MThe Grey633,suSpe*nse65,Mary,The Grey,319-225-5155,MTheGrey58@somemail.com,0,0,
665,BFinrod772,piq^Ue78,Brian,Finrod,,BFinrod12@yahoo.org,1,0,
666,MGoldberry10,iS%land10,Matthew,Goldberry,859-820-9936,MGoldberry89@bizmail.net,1,0,
667,TGlorfindel5,Com*puter32,Tina,Glorfindel,203-512-9246,TGlorfindel71@yahoo.biz,0,0,
668,JButterbur15,cR)ash72,Jack,Butterbur,,,1,1,
669,SGildor0,capTain^65,Samuel,Gildor,219-019-5336,SGildor16@mailbox.biz,1,1,
670,COrodreth028,Island$37,Claudia,Orodreth,206-304-2517,COrodreth@gmail.com,1,1,
671,PPollando849,whiLe)13,Patrick,Pollando,209-348-0765,PPollando90@bizmail.co.uk,0,0,
672,LAlatar835,cap*tAin63,Logan,Alatar,316-850-5968,,0,1,
673,BAlatar022,Se@cretly42,Benjamin,Alatar,605-318-8366,BAlatar84@somemail.co.uk,1,0,
674,JRadagast609,librarY!59,Joyce,Radagast,479-401-8848,Joyce.Radagast20@hotmail.co.uk,0,1,
675,JBeren19,thrO(w85,Jeremy,Beren,319-168-5363,JBeren@somemail.biz,1,0,
676,GTook101,lIb(rary60,Gerald,Took,231-743-7157,GTook92@mailbox.biz,0,0,
677,ICirdan9,worD!s90,Isaiah,Cirdan,401-664-2761,ICirdan83@somemail.com,0,0,
678,DHalbarad796,co@mpUter61,Dana,Halbarad,,,0,0,
679,BCeleborn47,lIbrary(58,Brandon,Celeborn,240-719-5822,BCeleborn52@mailbox.us,0,0,
680,ATelchar5,shOuld@93,Adrianna,Telchar,803-472-2247,ATelchar@somemail.us,0,1,
681,SSauruman95,viSions*79,Susan,Sauruman,225-248-9587,Susan.Sauruman99@bizmail.org,1,0,
682,STreebeard80,lIgh#t15,Sylvia,Treebeard,208-455-8560,STreebeard78@somemail.net,0,1,
683,ZAngrod8,v!iSions90,Zelda,Angrod,480-587-7204,ZAngrod21@mailbox.co.uk,1,1,
684,BSackville0,wIc*ket60,Betty,Sackville,,BSackville10@hotmail.us,1,0,
685,CThe White2,l@iGht13,Cindy,The White,206-201-6851,,1,1,
686,KBracegirdle791,s^ecRetly36,Kelly,Bracegirdle,304-379-8090,KBracegirdle2@yahoo.co.uk,0,1,
687,SSackville50,b)ooKs68,Sophie,Sackville,458-734-1527,Sophie.Sackville61@somemail.com,0,1,
688,KShagrat2,vIsions$24,Kyle,Shagrat,319-334-4830,,0,1,
689,NElendil5,int@eresT82,Nathan,Elendil,,,0,0,
690,MFaramir3,librAr#y05,Mary,Faramir,339-702-6902,,1,1,
691,PIlluvatar78,secret#Ly07,Philip,Illuvatar,,PIlluvatar27@bizmail.com,0,1,
692,TArwen6,s^ecrEtly55,Thomas,Arwen,316-366-0767,Thomas.Arwen97@everymail.biz,1,1,
693,BQuickbeam8,libraR@y22,Benjamin,Quickbeam,218-215-9154,BQuickbeam73@mailbox.us,1,1,
694,SFaramir9,secret!Ly83,Stephanie,Faramir,239-208-2017,Stephanie.Faramir@everymail.us,0,0,
695,DBifur15,li)brarY26,Donald,Bifur,219-280-9379,DBifur39@yahoo.net,0,0,
696,SBalin210,l%eAder28,Stephanie,Balin,276-765-2613,SBalin@gmail.co.uk,1,0,
697,CFili732,islan%D20,Christian,Fili,206-754-2463,CFili38@yahoo.com,0,0,
698,INesa346,sh(Ould99,Isaiah,Nesa,217-625-8069,INesa11@hotmail.co.uk,1,1,
699,TFeanor78,Com*puter69,Teresa,Feanor,423-366-2393,Teresa.Feanor@somemail.net,1,0,
700,AMelkor60,seC#retly41,Abigail,Melkor,,AMelkor94@somemail.net,1,1,
701,KElwing7,sEc!retly75,Kevin,Elwing,859-874-7816,KElwing57@bizmail.us,1,0,
702,AGimli03,wIn(dow64,Ashley,Gimli,808-849-7806,AGimli49@gmail.us,0,0,
703,ABregolas96,worlD(31,Annabelle,Bregolas,385-534-2829,ABregolas1@somemail.co.uk,1,0,
704,KBofur131,visi@Ons45,Kyle,Bofur,479-389-3616,KBofur71@mail2u.biz,0,0,
705,JErkenbrand898,worL^d28,Jessica,Erkenbrand,316-535-2705,,0,1,
706,MShagrat5,t%hrouGh37,Maggie,Shagrat,208-939-5765,MShagrat42@yahoo.org,1,1,
707,KDenethor731,ass$eRt06,Kenneth,Denethor,225-446-4873,KDenethor41@hotmail.co.uk,0,1,
708,LMithrandir76,wO(rld41,Leah,Mithrandir,,LMithrandir21@mailbox.us,0,0,
709,CEru711,tryinG%13,Charles,Eru,218-309-4574,CEru@mail2u.net,0,1,
710,BOlorin71,comp^uTer44,Brianna,Olorin,,BOlorin@yahoo.net,0,0,
711,AWillow280,t$hrouGh23,Angelique,Willow,303-546-5415,AWillow94@somemail.co.uk,0,1,
712,BKhamul11,pIque$65,Betty,Khamul,458-063-4619,BKhamul51@hotmail.us,1,0,
713,MMithrandir9,badLy(85,Mary,Mithrandir,802-799-6888,MMithrandir52@mailbox.com,0,1,
714,EElwing11,i*slanD68,Elizabeth,Elwing,802-419-7993,,0,0,
715,KArwen76,s*eCretly60,Kylie,Arwen,423-303-1463,Kylie.Arwen61@bizmail.co.uk,1,1,
716,AQuickbeam80,untI@l64,Austin,Quickbeam,218-967-0193,,1,1,
717,KDwalin4,l$iGht54,Kelsey,Dwalin,480-426-8459,KDwalin78@somemail.com,1,1,
718,RBifur05,Abo@ut19,Rachel,Bifur,308-066-2287,RBifur64@mailbox.biz,1,1,
719,SErkenbrand490,libr(Ary65,Samuel,Erkenbrand,316-929-8005,SErkenbrand@mailbox.co.uk,0,0,
720,JAnarion18,tHr@ow44,Joyce,Anarion,217-446-4808,Joyce.Anarion@hotmail.us,1,1,
721,DThe Brown94,visioNs!75,Donna,The Brown,208-719-9448,,0,0,
722,BAlcarin1,compu(teR19,Betty,Alcarin,304-521-4681,BAlcarin@gmail.net,0,0,
723,MGorbag867,libRar#y73,Maria,Gorbag,231-180-3508,MGorbag82@somemail.biz,0,0,
724,GHalbarad374,nUmbe#rs84,Gabriel,Halbarad,262-797-4180,,0,0,
725,OGloin16,s#eCretly95,Ophelia,Gloin,480-405-0836,OGloin46@mailbox.biz,0,0,
726,BFaramir8,sEcr%etly97,Betty,Faramir,605-987-2458,BFaramir48@bizmail.co.uk,0,1,
727,AQuickbeam8,oth!erS33,Andrew,Quickbeam,423-914-1919,AQuickbeam61@mailbox.us,1,0,
728,HGoldberry859,waitEd)86,Hanna,Goldberry,907-219-6061,HGoldberry56@bizmail.biz,1,0,
729,JElendil37,sp$Eed73,Jennifer,Elendil,401-548-4565,,0,1,
730,SIdril4,comp!uteR70,Steven,Idril,,,0,1,
731,GFingolfin15,alwA$ys58,Grace,Fingolfin,252-230-3496,GFingolfin0@mailbox.co.uk,0,1,
732,RBeren468,sec#Retly37,Ralph,Beren,,RBeren98@everymail.co.uk,0,0,
733,LAngrod41,probab(lY85,Lilly,Angrod,,LAngrod8@somemail.net,1,1,
734,TImrahil9,writE$53,Teresa,Imrahil,262-456-3893,TImrahil30@somemail.co.uk,1,0,
735,KGamgee594,th@rouGh66,Kylie,Gamgee,276-639-6080,KGamgee@bizmail.org,1,0,
736,AKili0,gHost!99,Andrew,Kili,702-480-3550,AKili93@yahoo.biz,1,0,
737,AFinwe87,v!isIons40,Annabella,Finwe,458-231-3741,AFinwe92@mail2u.net,1,1,
738,EBombur06,l@ighT86,Eva,Bombur,907-257-2343,EBombur50@mail2u.biz,0,0,
739,JEarendil83,Throug)h02,Jade,Earendil,,,0,1,
740,AGaladriel04,Bu*ild50,Ann,Galadriel,,Ann.Galadriel58@mailbox.biz,1,0,
741,TKhamul50,secre!Tly13,Timothy,Khamul,,Timothy.Khamul@everymail.co.uk,0,1,
742,DAmrod0,c#aptaiN14,Dorothy,Amrod,203-407-6311,Dorothy.Amrod3@yahoo.org,0,1,
743,SElentari5,islan!D11,Sasha,Elentari,229-330-2798,SElentari80@mail2u.biz,0,0,
744,MThorondor324,Cap%tain44,Melissa,Thorondor,406-327-9601,MThorondor@hotmail.net,1,0,
745,EImrahil4,secretlY^08,Emily,Imrahil,,EImrahil4@yahoo.biz,0,0,
746,CKili2,secre(tLy85,Christian,Kili,702-473-0787,Christian.Kili64@hotmail.biz,1,0,
747,ADori02,E@nter62,Alexander,Dori,423-919-0739,,0,1,
748,CNimrodel874,asse)Rt32,Charles,Nimrodel,203-577-1804,,0,1,
749,TShadowfax75,badlY^15,Thomas,Shadowfax,907-011-8393,,1,0,
750,EThe White576,writE*55,Ethan,The White,316-523-0129,,0,1,
751,POlorin736,th^Row06,Paul,Olorin,,POlorin6@hotmail.co.uk,0,1,
752,RHamfast8,visiO)ns21,Roy,Hamfast,808-270-6756,RHamfast2@somemail.us,0,1,
753,NKing46,piqu!E65,Nathan,King,,NKing71@somemail.com,0,1,
754,JGandalf9,wickE*t51,Jose,Gandalf,505-249-6364,JGandalf79@gmail.com,0,0,
755,KShelob70,v*iSions13,Kelsey,Shelob,240-475-4643,,0,0,
756,RBaggins9,pIq!ue12,Roy,Baggins,859-939-7965,,1,0,
757,AAngrod8,Number@s13,Angie,Angrod,479-503-9906,,0,1,
758,RFaramir879,capta#In22,Rebecca,Faramir,219-812-9735,RFaramir0@somemail.com,0,0,
759,JButterbur4,eNte(r32,Jesse,Butterbur,228-984-8342,,1,1,
760,LPharazon7,vIsi)ons27,Liam,Pharazon,603-445-1536,LPharazon76@mailbox.net,0,0,
761,COrodreth8,Ass*ert14,Carla,Orodreth,,Carla.Orodreth92@hotmail.us,1,0,
762,JTheoden89,vi#siOns47,Jamie,Theoden,201-322-4308,JTheoden74@everymail.biz,0,0,
763,MBalin810,Si^dekick04,Megan,Balin,201-935-0763,,0,0,
764,BElrond17,libRa$ry39,Bryant,Elrond,,,1,0,
765,KDori747,cOmputer(16,Kelly,Dori,479-666-0864,Kelly.Dori65@somemail.com,0,0,
766,DPalantir00,W)rite23,Daniel,Palantir,,,1,0,
767,DEarendil8,Ha(tch04,Debra,Earendil,458-574-2700,,0,1,
768,AHalbarad0,visio(Ns77,Amy,Halbarad,302-099-6050,,0,0,
769,DLuthien9,S*hould45,Dana,Luthien,,Dana.Luthien51@mailbox.co.uk,0,1,
770,AFingolfin006,Alw$ays65,Audrey,Fingolfin,406-940-5889,AFingolfin97@somemail.biz,1,0,
771,JCurufin420,isLan$d48,Janice,Curufin,458-047-1316,,0,1,
772,EAncalagon6,secretL%y63,Emma,Ancalagon,,,0,0,
773,CHurin67,spe^Ed05,Cynthia,Hurin,219-127-0899,CHurin8@hotmail.org,0,0,
774,MMelian288,compuTer)48,Marishka,Melian,215-309-8931,MMelian0@somemail.us,1,0,
775,BAncalagon2,islanD$35,Brittany,Ancalagon,702-372-6027,BAncalagon32@mail2u.biz,0,0,
776,LFinrod0,Asse(rt84,Liam,Finrod,302-566-2761,Liam.Finrod22@gmail.biz,1,0,
777,JThe Grey39,deman#dEd88,Juan,The Grey,240-669-5497,Juan.TheGrey@mail2u.org,0,1,
778,KDwalin48,ab$ouT63,Kathy,Dwalin,217-486-3799,,0,1,
779,BGrahame390,b^uiLd63,Brooke,Grahame,,BGrahame57@bizmail.co.uk,1,0,
780,HBolger1,hatCh@81,Helena,Bolger,303-052-9863,HBolger24@mail2u.org,0,1,
781,TEcthelion2,sec*retLy74,Teresa,Ecthelion,907-408-3562,TEcthelion3@everymail.net,1,0,
782,JPharazon826,secreTl^y93,Josie,Pharazon,308-126-2416,Josie.Pharazon27@hotmail.com,0,1,
783,BBregolas57,rEscu!e96,Benjamin,Bregolas,240-565-3574,,0,0,
784,LBaggins4,rescuE!49,Louis,Baggins,,LBaggins@gmail.org,0,0,
785,SMorgoth18,pIq)ue84,Steven,Morgoth,252-811-7845,SMorgoth89@mailbox.us,0,0,
786,AElentari6,libRar%y72,Averie,Elentari,212-552-6887,,0,0,
787,LBeregond9,Boo)ks44,Lawrence,Beregond,480-758-0134,LBeregond12@somemail.us,1,0,
788,NPalantir31,w$aIted88,Nadine,Palantir,303-240-0124,Nadine.Palantir58@gmail.org,0,1,
789,MKementari1,s$houlD26,Magdalena,Kementari,505-731-4688,MKementari57@gmail.com,1,0,
790,JAlatar45,v@isioNs50,Jennifer,Alatar,,JAlatar95@hotmail.org,1,1,
791,DValaquenta332,Throw%92,Donna,Valaquenta,803-504-1302,DValaquenta70@gmail.com,0,0,
792,LMithrandir823,tH)row71,Louis,Mithrandir,,LMithrandir27@bizmail.co.uk,1,0,
793,PTook111,visIon*s49,Peter,Took,319-832-4290,PTook61@bizmail.net,0,1,
794,AShelob1,iNt^erest45,Arthur,Shelob,217-634-2391,AShelob1@mail2u.co.uk,1,1,
795,JMithrandir21,libR)ary23,Jose,Mithrandir,,JMithrandir75@mailbox.com,1,0,
796,JHalbarad597,se@cretlY13,Jacqueline,Halbarad,314-632-1257,JHalbarad@bizmail.org,1,1,
797,AGimli638,Island)96,Allison,Gimli,218-807-7010,,0,0,
798,BLegolas552,cOmput)er84,Bethany,Legolas,479-096-0753,BLegolas@mailbox.com,1,1,
799,FSmeagol0,secr@etlY75,Freya,Smeagol,,FSmeagol@mailbox.us,0,1,
800,EGil-Galad7,lIg$ht51,Eleanor,Gil-Galad,,EGil-Galad@yahoo.co.uk,1,1,
801,KDwalin173,move$D52,Katrina,Dwalin,803-270-4053,KDwalin48@somemail.biz,1,1,
802,JFerny8,cav@Es82,Jane,Ferny,385-577-4369,JFerny@mailbox.net,0,0,
803,LBombur894,tHro!ugh05,Leah,Bombur,,LBombur51@hotmail.com,0,1,
804,JDeagol64,wOr(ds38,Jacqueline,Deagol,,JDeagol@yahoo.biz,0,1,
805,AGimli595,captA!in74,Aileen,Gimli,319-085-0437,AGimli@mail2u.org,0,0,
806,SOakenshield0,caPtai)n82,Scarlet,Oakenshield,406-714-9677,SOakenshield31@somemail.org,1,1,
807,ETook31,eNding*66,Eve,Took,,,1,1,
808,IElentari76,s*uspEnse67,Isaiah,Elentari,316-407-7258,IElentari84@gmail.us,1,0,
809,MNazgul58,vi@sionS99,Matthew,Nazgul,302-636-2975,MNazgul61@gmail.org,0,0,
810,KTurambar8,ligH*t36,Kayla,Turambar,205-998-8622,KTurambar97@yahoo.com,1,1,
811,SBrandybuck22,a^sseRt49,Sharon,Brandybuck,,SBrandybuck@hotmail.us,0,0,
812,LFili296,ghOs^t78,Larry,Fili,702-716-8365,LFili95@bizmail.com,0,1,
813,SBregolas765,Sh#ould55,Sophie,Bregolas,,Sophie.Bregolas@mailbox.org,1,1,
814,JImrahil872,se*crEtly85,Jack,Imrahil,859-214-1860,,1,1,
815,RCeleborn86,Hat)ch50,Ralph,Celeborn,702-076-1295,RCeleborn53@mail2u.biz,1,0,
816,CElros8,a^Ssert43,Christian,Elros,231-077-6446,CElros10@gmail.net,0,0,
817,JTheoden83,intErest)39,Jack,Theoden,,JTheoden@somemail.us,1,1,
818,KNori10,baDl(y15,Katrina,Nori,209-923-0425,Katrina.Nori22@somemail.com,1,1,
819,AThingol234,cOmpute!r73,Albert,Thingol,479-119-1129,AThingol@mail2u.us,1,1,
820,JDeagol302,wiCke)t70,Jerry,Deagol,,JDeagol38@gmail.co.uk,0,0,
821,AYavanna67,aSsert%69,Abby,Yavanna,229-439-1297,Abby.Yavanna81@hotmail.us,0,1,
822,JFinarfin677,nuMb(ers11,Jeffrey,Finarfin,303-330-0366,JFinarfin7@everymail.us,1,0,
823,JProudfoot842,sH$ould20,Jesse,Proudfoot,803-119-8721,JProudfoot95@everymail.org,1,0,
824,SFerny0,as(sErt95,Samuel,Ferny,,SFerny@yahoo.com,0,1,
825,EBalin5,asse#rT71,Erik,Balin,215-109-3474,EBalin90@yahoo.biz,0,1,
826,BArwen5,pI(que08,Bryant,Arwen,208-569-8569,BArwen@somemail.co.uk,1,1,
827,ARadagast1,wHi#le02,Aaron,Radagast,201-022-0305,ARadagast38@hotmail.biz,0,1,
828,SSulimo816,b)adlY74,Steven,Sulimo,303-093-4131,,1,1,
829,PElrohir419,visiOns^68,Patricia,Elrohir,,,0,1,
830,GPollando45,mons#tEr32,Gabriel,Pollando,458-845-5259,Gabriel.Pollando63@yahoo.biz,1,1,
831,TPollando836,th$Row33,Timothy,Pollando,603-267-8305,TPollando45@gmail.us,0,0,
832,LGandalf683,tr*Ying84,Liv,Gandalf,,LGandalf18@mail2u.biz,0,0,
833,GCurufin94,capta@In73,Gerald,Curufin,701-113-8654,GCurufin38@gmail.com,1,1,
834,VShelob8,islAn%d81,Veronica,Shelob,803-872-5897,VShelob19@yahoo.org,1,0,
835,AAngrod737,visi(oNs15,Amy,Angrod,307-850-3444,,0,0,
836,BOri824,rescuE%60,Brooke,Ori,505-812-3553,,0,0,
837,JThe Brown4,ra%bbiT66,Jade,The Brown,210-522-4809,JTheBrown30@mail2u.org,0,0,
838,JHalbarad98,ab*ouT17,John,Halbarad,802-788-2358,,1,0,
839,LOri02,V(isions52,Lucy,Ori,458-058-2029,,0,0,
840,JBregolas604,r)Escue28,Julia,Bregolas,307-202-1910,JBregolas@everymail.org,0,1,
841,JOri34,throU^gh42,Jacob,Ori,,JOri@mailbox.biz,0,0,
842,RGoldberry45,pIq^ue57,Ralph,Goldberry,,RGoldberry39@yahoo.co.uk,1,1,
843,LMorgoth579,sEcretly!35,Lawrence,Morgoth,,LMorgoth42@somemail.biz,0,0,
844,HTuor1,lIght(30,Helena,Tuor,208-067-3044,HTuor84@gmail.net,0,1,
845,HGaladriel315,enTer)10,Helena,Galadriel,212-552-4846,HGaladriel55@hotmail.com,1,1,
846,JFaramir89,b$oOks01,Jacob,Faramir,423-992-4769,Jacob.Faramir87@somemail.org,0,0,
847,JKing0,Cap%tain27,Jenny,King,302-468-8248,Jenny.King@bizmail.net,1,1,
848,KSandyman51,v#iSions81,Keith,Sandyman,406-102-1727,KSandyman97@bizmail.us,0,0,
849,HMaeglin875,winDo^w64,Heidi,Maeglin,513-719-1664,HMaeglin@mailbox.net,0,0,
850,MGildor015,Mo)ved04,Melanie,Gildor,,MGildor81@somemail.org,1,1,
851,VEowyn676,shO(uld40,Veronica,Eowyn,252-971-1289,VEowyn@hotmail.com,1,1,
852,MDamrod3,pIq(ue69,Margaret,Damrod,308-096-7720,MDamrod5@somemail.co.uk,1,0,
853,AEarendil357,b$uilD88,Andrew,Earendil,,AEarendil2@mail2u.us,1,1,
854,IMithrandir20,s^ecretlY55,Ivy,Mithrandir,229-627-8760,IMithrandir81@bizmail.us,0,1,
855,AGil-Galad070,writ%E81,Aileen,Gil-Galad,480-299-6971,AGil-Galad93@yahoo.org,0,0,
856,ROlorin813,wo(Rds44,Randy,Olorin,314-121-7252,,0,1,
857,QOlorin20,th!roUgh90,Quinn,Olorin,240-993-5572,Quinn.Olorin83@mail2u.com,1,1,
858,JMaeglin98,p#iQue53,Jenny,Maeglin,225-820-0334,JMaeglin53@yahoo.org,1,1,
859,MIsildur57,Ba*dly31,Michaela,Isildur,605-711-0740,Michaela.Isildur@hotmail.biz,1,0,
860,DFeanor7,Vi@sions09,Dale,Feanor,,Dale.Feanor@bizmail.org,0,0,
861,EFili42,sideki@Ck07,Eileen,Fili,,EFili2@mail2u.biz,0,1,
862,PBifur2,sid#Ekick37,Philip,Bifur,,PBifur@hotmail.com,1,0,
863,EBolger470,piQu(e38,Eva,Bolger,,,1,1,
864,EWillow57,L!ibrary65,Emily,Willow,229-542-0545,EWillow86@mail2u.co.uk,1,1,
865,RStormcrow7,vi$sionS48,Raymond,Stormcrow,907-319-7273,,1,0,
866,VThingol4,se(Cretly81,Veronica,Thingol,405-670-3672,,0,1,
867,VWormtongue1,thrOugh@74,Valerie,Wormtongue,,Valerie.Wormtongue85@mailbox.biz,1,1,
868,WMaggot3,tr@eeS79,William,Maggot,303-608-7378,William.Maggot43@somemail.com,0,1,
869,CMithrandir0,wIc@ket12,Crystal,Mithrandir,319-988-3626,CMithrandir15@gmail.org,0,0,
870,CSharku4,wr(onG26,Christina,Sharku,262-906-9650,CSharku45@bizmail.co.uk,1,0,
871,EGoldberry400,captaI#n71,Elizabeth,Goldberry,702-275-9415,EGoldberry26@hotmail.com,0,0,
872,TShelob7,Cra%sh10,Tina,Shelob,207-780-5884,TShelob78@somemail.us,0,1,
873,CGrahame6,eN%ter11,Cynthia,Grahame,205-681-2341,,0,0,
874,LYavanna476,magnetIc(93,Leah,Yavanna,,,0,1,
875,JHalbarad672,ca)ptaiN62,Jacob,Halbarad,262-518-7686,Jacob.Halbarad87@gmail.biz,1,0,
876,FAngrod2,rabbiT^73,Frank,Angrod,,FAngrod88@gmail.org,0,0,
877,JCelebrimbor163,coMpu*ter36,Jennifer,Celebrimbor,302-410-9476,,0,1,
878,BLuthien9,w#riTe07,Brandon,Luthien,,BLuthien57@mailbox.org,1,0,
879,AFerny467,sEcr!etly90,Albert,Ferny,206-585-7566,AFerny19@gmail.net,1,0,
880,PCirdan27,whI$te11,Paul,Cirdan,907-422-1055,Paul.Cirdan97@mailbox.co.uk,0,1,
881,EShadowfax96,tHro*w40,Eileen,Shadowfax,,EShadowfax56@hotmail.com,0,1,
882,GTelchar5,pi%Que99,Grace,Telchar,319-196-3839,GTelchar@everymail.com,1,1,
883,MCeleborn23,worDs^48,Mason,Celeborn,406-104-2061,MCeleborn@somemail.biz,1,0,
884,LDori7,Hatc(h48,Leo,Dori,479-707-6247,LDori6@bizmail.co.uk,1,0,
885,MMaggot26,li@Ght66,Matthew,Maggot,276-326-6628,MMaggot94@gmail.us,1,0,
886,JBeregond0,s@hoUld71,Joseph,Beregond,,,1,1,
887,ALurtz428,w#Aited32,Abby,Lurtz,401-321-1082,ALurtz@everymail.org,1,0,
888,EIdril917,viSio)ns36,Eleanor,Idril,458-851-8026,,1,0,
889,SElwing0,try$iNg40,Shirley,Elwing,603-840-9250,SElwing@hotmail.net,1,1,
890,DMablung2,com#Puter00,Delilah,Mablung,802-993-3937,Delilah.Mablung11@bizmail.us,0,0,
891,JBracegirdle55,en!Ter03,Joyce,Bracegirdle,308-102-0550,JBracegirdle41@somemail.biz,1,0,
892,NAlcarin804,co)mputeR59,Natalie,Alcarin,209-420-7642,NAlcarin89@everymail.com,1,0,
893,MValaquenta99,liBra^ry52,Megan,Valaquenta,218-350-6195,MValaquenta@mailbox.com,1,0,
894,BNimloth675,le$Ader11,Benjamin,Nimloth,319-224-0246,BNimloth15@mail2u.net,1,1,
895,CIsildur91,intereSt^62,Claudia,Isildur,304-965-4959,CIsildur44@gmail.org,0,1,
896,JCurufin107,W^icket46,Judy,Curufin,231-638-5033,JCurufin84@yahoo.biz,0,0,
897,DFinarfin239,co(mpuTer02,Dianna,Finarfin,702-882-7604,DFinarfin58@yahoo.net,0,0,
898,AMaggot6,wIc!ket11,Arthur,Maggot,339-577-8756,AMaggot27@gmail.net,1,0,
899,LUlmo591,bAdly!77,Liam,Ulmo,479-664-0892,LUlmo80@mailbox.us,0,1,
900,LMorgoth0,l%ibraRy51,Lexie,Morgoth,307-739-1328,LMorgoth18@somemail.us,1,1,
901,KGimli51,Badly(85,Kelsey,Gimli,605-121-6226,KGimli26@yahoo.net,0,0,
902,LSulimo222,rEsc(ue04,Larry,Sulimo,302-200-4846,Larry.Sulimo90@yahoo.co.uk,1,1,
903,CAlcarin170,whIl%e38,Charles,Alcarin,210-541-0811,CAlcarin@yahoo.biz,0,1,
904,ASulimo33,side%Kick14,Averie,Sulimo,239-134-8844,ASulimo61@mailbox.org,1,0,
905,SNimrodel3,l*ibrarY52,Sylvia,Nimrodel,701-641-4353,SNimrodel98@mailbox.biz,0,1,
906,VIlluvatar02,tHroug$h40,Vivianna,Illuvatar,219-973-2602,,0,1,
907,MLurtz9,sec^Retly11,Mark,Lurtz,206-113-1716,Mark.Lurtz25@gmail.com,1,1,
908,JAldarion8,comPut!er69,Judith,Aldarion,803-916-9802,JAldarion@hotmail.us,1,0,
909,EBeregond1,Ligh!t90,Eleanor,Beregond,,EBeregond36@gmail.us,1,0,
910,AEowyn101,asser!T74,Alexis,Eowyn,239-428-9549,AEowyn79@yahoo.biz,1,1,
911,ACotton498,coMputer$84,Amanda,Cotton,308-530-5595,ACotton@hotmail.org,0,0,
